sequence,kind,name,name_zh_hans,filename,relative_path,image_url,source_page,source,translation_source,content_type,bytes,sha256,status,error
072,furniture,Plain closet,朴素衣柜,072-plain-closet.png,docs/pokopia_image_sources/furniture_portraits/072-plain-closet.png,https://pokopiadex.com/images/items/crafting_ui/plain-closet.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,141056,3f34db6dae065da052973e4410f374bb454ce2a93b10b5cc3a06e5f285c84ff2,ok,
073,furniture,Plain sofa,朴素沙发,073-plain-sofa.png,docs/pokopia_image_sources/furniture_portraits/073-plain-sofa.png,https://pokopiadex.com/images/items/crafting_ui/plain-sofa.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,131298,867779e8a7af614143ed0cc8583d3acc575dbf3bce283f1c1d9e481bd72addf6,ok,
074,furniture,Plain stand,朴素展架,074-plain-stand.png,docs/pokopia_image_sources/furniture_portraits/074-plain-stand.png,https://pokopiadex.com/images/items/shop_ui/plain-stand.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,201459,df7e694316f062e013ea65bc50bf905b3af8a55d69587b7f23cc1220a125926c,ok,
075,furniture,Plain stool,朴素凳,075-plain-stool.png,docs/pokopia_image_sources/furniture_portraits/075-plain-stool.png,https://pokopiadex.com/images/items/item_ui/plain-stool.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,14986,b7671ced51bee84957bb7e008bbc23673831fd3e96d53a0759c49b9e3e425192,ok,
076,furniture,Plain table,朴素桌,076-plain-table.png,docs/pokopia_image_sources/furniture_portraits/076-plain-table.png,https://pokopiadex.com/images/items/crafting_ui/plain-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,117070,62a6cb44137c7ce190d0ac56e388b41eba3f573b7d4604bb4cd86b4e24c709eb,ok,
077,furniture,Poké Ball Bed,精灵球床,077-pok-ball-bed.png,docs/pokopia_image_sources/furniture_portraits/077-pok-ball-bed.png,https://pokopiadex.com/images/items/item_ui/poke-ball-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,25282,5786898bc66fdc1fcf2fcea46c20e0b345a55ab4ae287c6ffad3a2cab773c8ab,ok,
078,furniture,Poké Ball Chest,精灵球宝箱,078-pok-ball-chest.png,docs/pokopia_image_sources/furniture_portraits/078-pok-ball-chest.png,https://pokopiadex.com/images/items/item_ui/poke-ball-chest.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,29546,65777a36ba19c980b9cdb2f2cdf9a25fd2fbcfb3717404425fabe660ccbbfc47,ok,
079,furniture,Poké Ball Sofa,精灵球沙发,079-pok-ball-sofa.png,docs/pokopia_image_sources/furniture_portraits/079-pok-ball-sofa.png,https://pokopiadex.com/images/items/item_ui/poke-ball-sofa.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,25598,ecd8ba34a4aab432d120c7fd8881f6196719c2762773154853d3d09be7f6b80a,ok,
080,furniture,Poké Ball table,精灵球桌,080-pok-ball-table.png,docs/pokopia_image_sources/furniture_portraits/080-pok-ball-table.png,https://pokopiadex.com/images/items/item_ui/poke-ball-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,19961,522364d3fe13e71a2dadba0ce20cec88736fadde4771793e3516abfb0716216a,ok,
081,furniture,Pokémon Center counter,宝可梦中心柜台,081-pok-mon-center-counter.png,docs/pokopia_image_sources/furniture_portraits/081-pok-mon-center-counter.png,https://pokopiadex.com/images/items/item_ui/pokemon-center-counter.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,20072,7c3c053114c69beb64001baaeaa2e5da9b6233a5e4fc8432f9c6911a2c64fd2c,ok,
082,furniture,Polygonal Shelf,多边形架子,082-polygonal-shelf.png,docs/pokopia_image_sources/furniture_portraits/082-polygonal-shelf.png,https://pokopiadex.com/images/items/item_ui/polygonal-shelf.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,115416,f0af813854db80895da50f02087bbe8bf6d8302a8acd7e3aaf2ee672ae484862,ok,
083,furniture,Pop art bed,波普艺术床,083-pop-art-bed.png,docs/pokopia_image_sources/furniture_portraits/083-pop-art-bed.png,https://pokopiadex.com/images/items/item_ui/pop-art-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,33739,ef79684d257367dcdf193c1d6200888bf693c669b672aba3861089416d4554bd,ok,
084,furniture,Pop art chair,波普艺术椅,084-pop-art-chair.png,docs/pokopia_image_sources/furniture_portraits/084-pop-art-chair.png,https://pokopiadex.com/images/items/item_ui/pop-art-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,22346,c17ea996ed8a4d157e15b66229b2c81c5fbeaa95de51d2a6bf1f4f24a74601f0,ok,
085,furniture,Pop art sofa,波普艺术沙发,085-pop-art-sofa.png,docs/pokopia_image_sources/furniture_portraits/085-pop-art-sofa.png,https://pokopiadex.com/images/items/item_ui/pop-art-sofa.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,31858,305a9efa85728da6311f83d171a9bd145bac4589af279e6caaee9a4dc66eff88,ok,
086,furniture,Pop art table,波普艺术桌,086-pop-art-table.png,docs/pokopia_image_sources/furniture_portraits/086-pop-art-table.png,https://pokopiadex.com/images/items/item_ui/pop-art-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,20539,e3979c1d83b531b66b7fcf031547b2bc86db655fbbf5e81373bb0414ee23b400,ok,
087,furniture,Public seat,公共座椅,087-public-seat.png,docs/pokopia_image_sources/furniture_portraits/087-public-seat.png,https://pokopiadex.com/images/items/item_ui/public-seat.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,13328,6dee968d63142188516daf033f2900cd0a632048ce474785fe54b9a8ef2ba592,ok,
088,furniture,Push cart,推车,088-push-cart.png,docs/pokopia_image_sources/furniture_portraits/088-push-cart.png,https://pokopiadex.com/images/items/shop_ui/push-cart.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,162329,35722b93b84152f5aa26d87ccc7304c6b7ade86f07abba6485edc34371e67c02,ok,
089,furniture,Resort bed,度假风床铺,089-resort-bed.png,docs/pokopia_image_sources/furniture_portraits/089-resort-bed.png,https://pokopiadex.com/images/items/item_ui/resort-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,30548,454424366f3efa21dc814fe3b25965a9081ae8b559d5dfa880c63edea4ad141c,ok,
090,furniture,Resort chair,度假风椅,090-resort-chair.png,docs/pokopia_image_sources/furniture_portraits/090-resort-chair.png,https://pokopiadex.com/images/items/item_ui/resort-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,29376,7577f345a093c20e073f79b4610e4e1889592add9fffe298c06857cbf1a41ac9,ok,
091,furniture,Resort hammock,度假风吊床,091-resort-hammock.png,docs/pokopia_image_sources/furniture_portraits/091-resort-hammock.png,https://pokopiadex.com/images/items/item_ui/resort-hammock.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,24580,a856bc413c1e1a543320050a9313728a33b24d92e241af89a239c325429fc0ed,ok,
092,furniture,Resort sofa,度假风沙发,092-resort-sofa.png,docs/pokopia_image_sources/furniture_portraits/092-resort-sofa.png,https://pokopiadex.com/images/items/shop_ui/resort-sofa.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,329056,cf0051d2e796545881ee68bd832963a77054d478552983b44ec4c8ce135c0cad,ok,
093,furniture,Resort stool,度假风凳,093-resort-stool.png,docs/pokopia_image_sources/furniture_portraits/093-resort-stool.png,https://pokopiadex.com/images/items/item_ui/resort-stool.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,17596,a6b674d74375fb8792f79e7f94b60153e3a38f578bc8e2263a51b076e16cd409,ok,
094,furniture,Resort table,度假风桌,094-resort-table.png,docs/pokopia_image_sources/furniture_portraits/094-resort-table.png,https://pokopiadex.com/images/items/item_ui/resort-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,25178,afbf5147c7b7e1d5c744b067ce5635a780b9848ac5881d25d6159092924cc6a3,ok,
095,furniture,Side table,边桌,095-side-table.png,docs/pokopia_image_sources/furniture_portraits/095-side-table.png,https://pokopiadex.com/images/items/item_ui/side-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,18756,ffa8c67d1623fd46a04b4f31e1585e4a7f1bfcab8528679dd4429d0cb360063b,ok,
096,furniture,Simple cushion,简易坐垫,096-simple-cushion.png,docs/pokopia_image_sources/furniture_portraits/096-simple-cushion.png,https://pokopiadex.com/images/items/item_ui/simple-cushion.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,17178,2080f4cae55f39c767a3b9d5592ce53d5938737241a46c7f7934c0f63524e8eb,ok,
097,furniture,Soft seat,柔软座椅,097-soft-seat.png,docs/pokopia_image_sources/furniture_portraits/097-soft-seat.png,https://pokopiadex.com/images/items/item_ui/soft-seat.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,22971,1f2918445229d6170e95d6e2c5fb133b16a2c7052ebe7783459258354799f025,ok,
098,furniture,Spectator chair,观众椅,098-spectator-chair.png,docs/pokopia_image_sources/furniture_portraits/098-spectator-chair.png,https://pokopiadex.com/images/items/item_ui/spectator-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,29609,ba5ad519bfcd2a71cc8537f381fcc1c9cf764d7f958a02a79dc94b955feba9d0,ok,
099,furniture,Stone bench,石长椅,099-stone-bench.png,docs/pokopia_image_sources/furniture_portraits/099-stone-bench.png,https://pokopiadex.com/images/items/shop_ui/stone-bench.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,191928,2fba5b09ddefd3d71f5cf928a8132acf0edd1f130920cb9b46fe8282fc1852f3,ok,
100,furniture,Stone table,石桌,100-stone-table.png,docs/pokopia_image_sources/furniture_portraits/100-stone-table.png,https://pokopiadex.com/images/items/item_ui/stone-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,18495,296a1a461cce081f3920c74f362b31688065d660af1ccd7aa406d41a01f5719e,ok,
101,furniture,Storage Box,收纳箱,101-storage-box.png,docs/pokopia_image_sources/furniture_portraits/101-storage-box.png,https://pokopiadex.com/images/items/crafting_ui/storage-box.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,107108,174be00347b60870af512fef8c297b8c430fd20344a7bebb684bd48ab07f2a23,ok,
102,furniture,Straw bed,稻草床,102-straw-bed.png,docs/pokopia_image_sources/furniture_portraits/102-straw-bed.png,https://pokopiadex.com/images/items/crafting_ui/straw-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,175810,33a5acbc18ecc8c9661f655aadb57e054d467329ddaf6349959db7af85ca4b8e,ok,
103,furniture,Straw stool,草编凳,103-straw-stool.png,docs/pokopia_image_sources/furniture_portraits/103-straw-stool.png,https://pokopiadex.com/images/items/crafting_ui/straw-stool.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,157255,abead34891f44fa9f573507f3ce93b09d1ce8823943dbbacfb4e182a158f0273,ok,
104,furniture,Straw table,草编桌,104-straw-table.png,docs/pokopia_image_sources/furniture_portraits/104-straw-table.png,https://pokopiadex.com/images/items/crafting_ui/straw-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,169681,6074c4be6d6cdc6e1e99be93f1db5701d1a6c8fbdb835825eda3d0d49424dd6f,ok,
105,furniture,Study desk,学习桌,105-study-desk.png,docs/pokopia_image_sources/furniture_portraits/105-study-desk.png,https://pokopiadex.com/images/items/item_ui/study-desk.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,18533,cb7eb51cc0fd2d31f97edc48fdff6a0c47144a7feef0f83e84cd49b4040b6893,ok,
106,furniture,Stylish stool,时尚凳,106-stylish-stool.png,docs/pokopia_image_sources/furniture_portraits/106-stylish-stool.png,https://pokopiadex.com/images/items/crafting_ui/stylish-stool.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,111325,bc1d99429f6cebfdaa9b73496c1279985ac3474002799057cc8f7b41bbc37e36,ok,
107,furniture,Wall Mirror,壁挂镜,107-wall-mirror.png,docs/pokopia_image_sources/furniture_portraits/107-wall-mirror.png,https://pokopiadex.com/images/items/item_ui/wall-mirror.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,18557,28bb1a0c5d2b5566c6ccd9e452b8f06e9045b7f06f10b4ff0367bee8b230c33d,ok,
108,furniture,Wall storage box,壁挂收纳箱,108-wall-storage-box.png,docs/pokopia_image_sources/furniture_portraits/108-wall-storage-box.png,https://pokopiadex.com/images/items/item_ui/wall-storage-box.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,24716,0616ec32c939282232c17a064e3e55eea53bbae3f9f7a8070f94be91833fd668,ok,
109,furniture,Wall-mounted table,壁挂桌,109-wall-mounted-table.png,docs/pokopia_image_sources/furniture_portraits/109-wall-mounted-table.png,https://pokopiadex.com/images/items/item_ui/wall-mounted-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,18535,2161e16adbc90f57341c68bea646874c1935d3bf34a8d6ce41c6243e82d5eb74,ok,
110,furniture,Waterproof seat,防水座椅,110-waterproof-seat.png,docs/pokopia_image_sources/furniture_portraits/110-waterproof-seat.png,https://pokopiadex.com/images/items/item_ui/waterproof-seat.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,16313,69abaa3e101da464050f1336dfbcc326b6058a4ec37b117440d56b1c6cad7574,ok,
111,furniture,Wiggly mirror,晃动镜子,111-wiggly-mirror.png,docs/pokopia_image_sources/furniture_portraits/111-wiggly-mirror.png,https://pokopiadex.com/images/items/item_ui/wiggly-mirror.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,131882,7e6395b065574ae67fe2f921b51eccdcd36312d52bf9217a50af66cef289fc1a,ok,
112,furniture,Wooden bed,木制床,112-wooden-bed.png,docs/pokopia_image_sources/furniture_portraits/112-wooden-bed.png,https://pokopiadex.com/images/items/crafting_ui/wooden-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,159316,d97c863fea3d99c24362babdd57d09b47fa02cad4a4b0c2d9be24bd2ce10619d,ok,
113,furniture,Wooden bench,木长椅,113-wooden-bench.png,docs/pokopia_image_sources/furniture_portraits/113-wooden-bench.png,https://pokopiadex.com/images/items/crafting_ui/wooden-bench.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,147975,a9d90ad462b41194d0a2c2d3d0a37c802a8c6e5bc0301004da986d31ad78d593,ok,
114,furniture,Wooden stool,木凳,114-wooden-stool.png,docs/pokopia_image_sources/furniture_portraits/114-wooden-stool.png,https://pokopiadex.com/images/items/crafting_ui/wooden-stool.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,100656,d124f21899e4c918091889748a3ca17476b24aa12951bf2b02298a0ab41ef495,ok,
115,furniture,Wooden table,木桌,115-wooden-table.png,docs/pokopia_image_sources/furniture_portraits/115-wooden-table.png,https://pokopiadex.com/images/items/shop_ui/wooden-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,124875,5aeb5171a3ee401895f342c7672a2372d3c1a3bad4808d11d3a1a9853c77d9e5,ok,
